-1.729234319821681311e+03,-1.365674826116443683e+03,-1.203706104950640793e+03
-1.643185924400015438e+03,-1.297307380030175864e+03,-1.202275239258853844e+03
-8.870931663583100999e+02,-1.126304344318630001e+03,-1.573147276114133319e+03
-1.440081451032781843e+03,-1.657362600182779943e+03,-8.597073756233540962e+02
-1.657765808171853678e+03,-1.263470751327359494e+03,-1.277224634761835887e+03
-1.826031745205772722e+03,-1.209234773933703764e+03,-1.458690892813637674e+03
-1.549733687697083269e+03,-1.349272622661165542e+03,-1.506428744358595395e+03
-1.420210676313509794e+03,-1.421595177313026852e+03,-1.342871310839518628e+03
-1.808019735650169196e+03,-1.344238544047004780e+03,-1.520260108741470503e+03
-1.293121875043880436e+03,-1.476558232502183046e+03,-1.472103590448801924e+03
-1.192961288331941205e+03,-1.591139739661835392e+03,-1.511899360065167230e+03
-1.454550488182401978e+03,-1.634106552603499267e+03,-1.634674556574926555e+03
-1.720905924420330621e+03,-1.480168512224596498e+03,-1.537251900377736092e+03
-1.685479818090819890e+03,-1.534132669273005149e+03,-1.480739629306408233e+03
-1.173058107441838501e+03,-1.557518366322885186e+03,-1.402639165938881661e+03
-1.265605086230410734e+03,-1.291194983302723813e+03,-7.969477234500209306e+02
-1.167077138734505070e+03,-1.566633035420902161e+03,-1.561064254420453153e+03
-1.405566044755249777e+03,-1.102539991683702510e+03,-1.064812171200928333e+03
-1.039171851879631959e+03,-9.250592710363139304e+02,-1.135705097747635818e+03
-1.058949968391860693e+03,-8.891147669075692761e+00,-1.574196469180171334e+03
-1.135359656567328102e+03,-1.400385901073220566e+03,-1.366172829589025014e+03
-1.089890396602430883e+03,-1.289776947666900696e+03,-1.396947638311736682e+03
-1.173588361414889960e+03,-1.415732974682570557e+03,-1.254490288043122064e+03
-1.488555873284752579e+03,-1.228409838731845866e+03,-1.232215590303545923e+03
-1.287719060530966772e+03,-1.206228130789610304e+03,-9.568240164972773982e+02
-1.216377059552287619e+03,-9.774706942011986257e+02,-1.163388171003541629e+03
-1.134766858357912497e+03,-1.037609351072840354e+03,-9.398263410456063838e+00
-1.019352776396666286e+03,-8.531889753235311673e+02,-4.091525724408191422e+02
-9.355646501798360077e+02,-6.566788993900642026e+02,-1.185101277439202704e+03
-8.377850959831587261e+02,-6.876720397486935781e+02,-1.027134527729356478e+03
