-9.663112637758958954e+02,-1.309791351535214972e+03,-1.329822550631935655e+03
-1.159707121015632765e+03,-1.342708139412329274e+03,-1.362824461467083211e+03
-1.065600161430321350e+03,-1.169902381710252030e+03,-1.705957601879163576e+03
-1.684315052162022994e+03,-1.516957785544732587e+03,-1.577657091862456809e+03
-1.703123742717175674e+03,-1.606693965134451219e+03,-1.498410780839842573e+03
-1.234576121802022726e+03,-1.274812921004398959e+03,-1.387761561144378220e+03
-1.763295263827003510e+03,-1.236049353801378174e+03,-1.211788909793458515e+03
-1.390000604950093930e+03,-1.612837387007736197e+03,-1.752264496054094707e+03
-1.640413354472038463e+03,-1.055535302836263099e+03,-1.583935358569676737e+03
-1.739692133117435560e+03,-1.248719247904259873e+03,-1.520721413754899913e+03
-1.748540009061743149e+03,-1.490568357655298769e+03,-1.352416003227073361e+03
-1.871915966321270616e+03,-1.237767355357975021e+03,-1.295460328220264955e+03
-1.634025284410424092e+03,-1.405519189596129081e+03,-1.246417459666406558e+03
-1.186659129136872252e+03,-1.460751038784423827e+03,-1.338843710830115015e+03
-1.511397914657322417e+03,-1.571084800858822291e+03,-1.282136501772929705e+03
-1.085799208021468075e+03,-1.580582553638924537e+03,-1.662019054441688695e+03
-1.238485148773609126e+03,-1.572174283574288665e+03,-1.614749996582654148e+03
-1.366949198530596277e+03,-1.298213363179601174e+03,-1.075705098371941858e+03
-1.104704902730662297e+03,-1.386081293313704919e+03,-1.466828061065652946e+03
-1.226850231363780495e+03,-1.282768767357518300e+03,-1.318272969541758130e+03
-1.191520890098425525e+03,-1.103782557596263814e+03,-1.166369621032311215e+03
-9.920891877026423344e+02,-1.225495498972850328e+03,-1.280837073028084433e+03
-1.242322563462578955e+03,-1.497101131219382296e+03,-9.385677814215531498e+02
-1.024102012938448297e+03,-1.569715456565348404e+03,-1.383607469523838290e+03
-1.244980500216199971e+03,-1.415648411439555048e+03,-4.420584335001165073e+02
-1.233156227486760827e+03,-1.590652019846525036e+03,-1.543692693654072400e+03
-9.147296329794411349e+02,-1.380764715705218805e+03,-1.244122613591125855e+03
-1.111021494820360886e+03,-1.319288954746290983e+03,-5.785900222067700938e+00
-1.051921061161477382e+03,-1.668528912283757336e+03,-1.281675057646738424e+03
-1.046871892658057050e+03,-1.575436811110966346e+03,-1.068077950726953304e+03
-1.107745677946418937e+03,-1.377411523823007656e+03,-1.204925407783118317e+03
-1.042938246937606209e+03,-1.306185688185252957e+03,-1.195706152551320656e+03
-1.135656076537426316e+03,-1.182290306799157179e+03,-1.147714861659117332e+03
-1.033726524456775905e+03,-1.341351539790647166e+03,-5.128384394265277706e+02
-1.237384289307819927e+03,-1.635832180069211972e+03,-1.265132994899825690e+03
-1.204872292791176960e+03,-1.454771750150402340e+03,-1.087996751470742765e+03
-1.239810156293764976e+03,-1.526478119056384685e+03,-1.280448709302140969e+03
-1.238294059881926842e+03,-1.467988582066310983e+03,-1.211820333200020059e+03
-1.193363659996959314e+03,-1.412580192959493615e+03,-1.035434001936365803e+03
-9.781633945563572752e+02,-1.476682486074674443e+03,-8.957589688197733722e+02
-1.023463744546787666e+03,-1.358435974197893074e+03,-1.170859941791282836e+03
-1.099719823701372434e+03,-1.344169039411973245e+03,-1.019354666740709945e+03
-1.138874714792548502e+03,-1.465185921407647129e+03,-9.096605352700513549e+02
-1.515827281282992544e+03,-1.405552480402778656e+03,-1.323966697484493352e+03
-1.117199969338271558e+03,-1.403581816929895012e+03,-1.047024638467279146e+03
-9.788094984435757624e+02,-1.339475329684098597e+03,-1.023502965176498606e+03
-1.019155302040877700e+03,-1.276494434588508284e+03,-8.008924397601371084e+02
-1.370149529751363389e+03,-1.597225689984104065e+03,-1.003424755061171254e+03
-1.024488771016807505e+03,-1.156821208319506923e+03,-1.035347423933730170e+03
-1.297535778613856564e+03,-1.444437588726396598e+03,-9.727047656851501642e+02
-1.142548388679926802e+03,-1.428912064232329385e+03,-1.041833704202240369e+03
-1.237716592417733182e+03,-1.192868618427897900e+03,-1.034398128008234835e+03
-1.053749649035833954e+03,-1.526238143508609710e+03,-8.987630498627356701e+02
